Group Names,Entity Name,Capability Name,Template Name,Assessment Date,Assessment Number,Total Votes,Total Abstains,Rating,Dimension,Outcomes,Goal, Impediment,Notes,Criteria,Criteria Stage,Criteria Selections,Criteria Percent Selected
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Team Synergy @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,8,1,2.500000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Thanks to the team’s success, influence, and commitment to knowledge sharing, the team’s advanced techniques to create Synergy have been adopted throughout the enterprise and is considered a best practice supported by leadership","Optimizing",1,12.50
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Allocates no time or team capacity for Technical Enablers","Starting",7,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Only focuses on business facing features and not the technology that enables them","Starting",7,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Is aware of technical enabler work such as infrastructure upgrades, tool/ technical practice adoption","Developing",6,85.71
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Adds technical stories when needed and relies on the team to educate on the need and flesh out the details","Developing",5,71.42
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Understands the nature of technical debt and it's ramifications; prioritizes it when the team feels strongly it needs to be resolved","Developing",5,71.42
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Understands and commits to quality; does not push back on the time allocated for quality practices such as pairing, CI/CD, test automation, etc.","Developing",5,71.42
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Reserves capacity for technical stories such as refactoring, technical debt pay down, UX, Security and architecture.","Emerging",5,71.42
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Articulates to stakeholders and customers the importance of technical enablers and the value they generate","Emerging",4,57.14
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Helpful Resources: NRF Non Functional Requirements Guidelines","Starting",7,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Architecture (UX, Front End, Back-end) is considered in Backlog Refinement activities","Emerging",4,57.14
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Encourages teams to be innovative with technology to solve customer problems","Adapting",4,57.14
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Finds opportunities to showcase technical work in Sprint Reviews","Emerging",4,57.14
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","teaches and shares techniques with peers on making technical enablers a first-class citizen in the backlog","Adapting",3,42.85
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Helpful Resources: Reference Architecture Guidance","Starting",7,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","teaches and shares techniques with leadership on making technical enablers a first class citizen in team backlogs","Optimizing",1,14.28
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","teaches and shares techniques with peers on enabling the team to be innovative and creative with technology to solve customer problems","Adapting",1,14.28
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Technical Enablers @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,7,1,1.428600,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","teaches and shares techniques with peers on the importance of baking quality in to day-to-day operations, and not taking shortcuts","Adapting",3,42.85
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We have a compelling and inspirational vision for the product/project that creates a shared understanding of what we are trying to accomplish","Developing",6,66.66
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We are aware of the long and short-term success criteria of the product/project, including measures and value realization goals for transformational programs (Unum Enterprise Transformation Goals ETG)","Developing",6,66.66
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We are not fully clear on what success looks like and therefore struggle to generate ideas to achieve it","Starting",9,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","Helpful Resources: Building a Product Roadmap","Starting",9,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We regularly dedicate time to Exploration and Design (i.e., customer feedback, spikes, etc.) to explore potential solutions and understand customer problems","Developing",5,55.55
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We use Design Thinking techniques (examples could be customer journeys and personas) to empathize with the customer and generate ideas","Emerging",6,66.66
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We focus on achieving the product/project's goals and are empowered to negotiate and review the scope to achieve them","Emerging",8,88.88
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","Planning Events such as Multi-Sprint Planning (i.e., Release Planning or Quarterly Planning or PI Planning), Backlog Refinement, and Iteration Planning consider the short, mid, and long-term goals of the product/project","Emerging",7,77.77
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We can articulate the connection point between their product/project and higher-level business strategy and objectives","Developing",5,55.55
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","Thanks to our success, influence, and commitment to knowledge sharing, our advanced Visioning and Ideation techniques have been adopted throughout the enterprise and is considered a best practice supported by leadership","Optimizing",1,11.11
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We share with and teach other teams on advanced Envisioning and Ideation techniques, in forums e.g. CoPs, or through Mentoring","Adapting",1,11.11
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We create prototypes for any new idea and present them to real users to generate actionable feedback","Adapting",1,11.11
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Vision & Ideation @Unum","Agile Practices - Change Teams",9/23/2022 12:52 PM,4,9,0,1.222200,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","Many ideas have been shut down in their infancy because they didn't meet the customer's needs or align with the long-term vision","Adapting",2,22.22
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Artifact Security","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,0.000000,Improve,"Reliability",N,N,"","No Scans completed ------------ Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,0.000000,Improve,"Reliability",N,N,"","No Automated tests exist ------------ Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Change Failure Rate","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,0.000000,Improve,"Reliability",N,N,"","Greater than 50% ------------ SNow Report Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Change Frequency","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,0.000000,Improve,"Time to Market",N,N,"","No releases ------------ SNow Report Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.000000,Improve,"Reliability",N,N,"","(D) - 21-50%","Developing",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.000000,Improve,"Reliability",N,N,"","(B) - 6-10%","Adapting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.000000,Improve,"Reliability",N,N,"","(C) - 11-20%","Emerging",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.000000,Improve,"Reliability",N,N,"","(E) - Anything over 50% ------------ SonarQube Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Releasability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,1.500000,Improve,"Reliability",N,N,"","(E) - Less than or equal to 20% ------------ SonarQube Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Releasability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,1.500000,Improve,"Reliability",N,N,"","(D) - 21-39%","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Releasability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,1.500000,Improve,"Reliability",N,N,"","(B) - 60-79%","Adapting",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Releasability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,1.500000,Improve,"Reliability",N,N,"","(C) - 40-59%","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Reliability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.500000,Improve,"Reliability",N,N,"","(A) - Zero Bugs","Optimizing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Reliability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.500000,Improve,"Reliability",N,N,"","(D) - At least 1 Critical Bug","Developing",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Reliability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.500000,Improve,"Reliability",N,N,"","(C) - At least 1 Major Bug","Emerging",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Reliability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.500000,Improve,"Reliability",N,N,"","(B) - At least 1 Minor Bug","Adapting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Reliability","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.500000,Improve,"Reliability",N,N,"","(E) - At least 1 Blocker Bug ------------ SonarQube Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Security","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","(D) - At least 1 Critical Vulnerability","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Security","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","(C) - At least 1 Major Vulnerability","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Security","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","(A) - Zero Vulnerabilities","Optimizing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Security","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","(E) - At least 1 Blocker Vulnerability ------------ SonarQube Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Security","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","(B) - At least 1 Minor Vulnerability","Adapting",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Lead Time","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,0.500000,Improve,"Time to Market",N,N,"","Greater than six months ------------ Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Lead Time","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,0.500000,Improve,"Time to Market",N,N,"","30 days to six months","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Mean Time to Recover","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,0.000000,Improve,"Reliability",N,N,"","Greater than 24 hours ------------ SNow Report P1 P2 SNow Report P3 P4 Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Performance Risk","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","No Performance tests ------------ Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Performance Risk","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","High risk to release","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Performance Risk","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","Moderate risk to release","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Performance Risk","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","Low risk to release","Adapting",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Performance Risk","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","Measuring, reviewing, and consistently improving.","Optimizing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Dynamic)","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,1.500000,Improve,"Reliability",N,N,"","Did Not Pass","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Dynamic)","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,1.500000,Improve,"Reliability",N,N,"","Conditional Pass","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Dynamic)","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,1.500000,Improve,"Reliability",N,N,"","Pass","Adapting",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Dynamic)","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,1.500000,Improve,"Reliability",N,N,"","No scans completed ------------ Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Static)","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","Conditional Pass","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Static)","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","Did Not Pass","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Static)","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","Pass","Optimizing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Static)","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","Pass","Adapting",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Static)","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","No flaws identified (includes Very High, High, Medium and Fix for Compliance)","Optimizing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Static)","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,2.000000,Improve,"Reliability",N,N,"","No scans completed ------------ Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.500000,Improve,"Reliability",N,N,"","Less than 20%","Developing",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.500000,Improve,"Reliability",N,N,"","20-49%","Emerging",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.500000,Improve,"Reliability",N,N,"","Greater than 79%","Optimizing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.500000,Improve,"Reliability",N,N,"","No Unit Tests written ------------ SonarQube Wiki Guidance","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",11/11/2022 8:18 PM,5,2,0,3.500000,Improve,"Reliability",N,N,"","50-79%","Adapting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Artifact Security","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","High Severity vulnerabilities exist","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Artifact Security","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","Medium Severity vulnerabilities exist","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Artifact Security","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","Low Severity vulnerabilities exist","Adapting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Artifact Security","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","No Scans completed ------------ Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,1.333300,Improve,"Reliability",N,N,"","20-49%","Emerging",2,66.66
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,1.333300,Improve,"Reliability",N,N,"","Less than 20%","Developing",2,66.66
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,1.333300,Improve,"Reliability",N,N,"","No Automated tests exist ------------ Wiki Guidance","Starting",3,100.00
